Gene	Granule	Purkinje	Basket	Astrocyte	Oligo	OPC
Slco6c1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Slco6b1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Slco6d1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Gin1	7406.700000000001	5981.3	7361.9	7430	7446.2	3193
B230216N24Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Pam	7891.8	6521.9	1397.4	7741.700000000001	7713.8	7794.4
D1Ertd622e	14709.099999999999	22405.699999999997	19090.8	10881	195.6	6044.8
Cntnap5b	7843	157.6	7777.2	7889.2	7744.9	7817
Pign	7443.2	6035.700000000001	7408.9	7470.8	3203.7	7552.299999999999
Bcl2	7814.8	6524.299999999999	7729.6	844.1	7748.2	7845
Gm20753	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Phlpp1	15405.099999999999	19295.4	20032.6	9315.5	157.2	5554.700000000001
Gli2	7902.9	6636	7820.6	385.8	7831.6	7929.4
Cfap221	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ptpn4	18469.9	902.3	10003.6	14450.3	23813.8	5745.5
Sctr	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ccdc93	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Celrr	7945.8	6688.4	7864.9	165.1	7872.6	7966.9
Slc35f5	14502.7	13430.599999999999	2801.2	17997.1	7114.6	10900.7
Nckap5	11733.2	10604.2	11691.7	1200.2	11793.4	5266.3
Mgat5	11686.3	6303.4	310.9	11555.7	11559.8	11576.5
Tmem163	265	14721.1	15662.4	15599.7	11860.5	4879.2
Ccnt2	14057.1	22449.6	9900.1	14290.9	6139	6393.200000000001
Zranb3	3893.1	2383.4	3794.6	3958.4	3772.4	3896
R3hdm1	6038.799999999999	17742.300000000003	9858	23329.8	2586.2	13933.9
Lct	3893.1	2383.4	3794.6	3958.4	3772.4	3896
C4bp-ps1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Cd55b	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Fcamr	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Rassf5	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Srgap2	4905.9	320.70000000000005	11932.1	11935.6	11846.6	11886.2
Lemd1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Nfasc	23654.300000000003	14279.3	19392.9	10205.900000000001	5181.299999999999	661.7
Tmcc2	15122.4	18966.5	19799.2	4912.5	874.7	10039.7
Cntn2	4925	15456.8	16240.5	16240.3	117.8	10025.099999999999
Lrrn2	10805.5	365.4	5006.4	14793.5	23454.2	18848.8
Plekha6	19589.300000000003	13920.9	5378	1162.2	19631.300000000003	10239
Lgr6	7786.9	6489.1	7700.5	980.9000000000001	7722	7817.9
Ptpn7	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ppp1r12b	6066.3	586.8	15164	22107.300000000003	14966.3	11026.599999999999
Klhl12	2496.3	17596.5	14359.9	18354.4	6859	10372
Tmem183a	7085.3	13301.2	2690.2	14259.599999999999	14575.5	10174.400000000001
Kdm5b	2286.2	21960.7	17585.5	10553.3	10165.099999999999	13998
Syt2	4798.9	9984.7	941.5	15796.9	15822.1	15821.5
Nav1	19254.4	10504.8	4969.2	19071.300000000003	15590.3	511
Ipo9	10066.1	17677.6	10045.4	1608.6	22702.5	14544.9
Platr22	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ptprc	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Atp6v1g3	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Dennd1b	7103.2	10272	1025.6	18114.300000000003	18517.1	14712.7
Nek7	14975.3	13821.4	14996.7	6223.4	10201.6	2513.6
Crb1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Gm5833	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Cfh	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Gm4788	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Cfhr2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
4930590L20Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Uchl5	3696.3	5925.700000000001	7333.5	7296	7239.299999999999	7300
Ptgs2os	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Hmcn1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
2310030A07Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Edem3	5892.7	9213.6	9998.7	22433.5	10855	17880
Swt1	14921.5	17477.199999999997	18627	10666.599999999999	2091.5	5810.3
