Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	rpkm	General
Pter	455.9550776759815	6.0763737151269295	0.60940169252949	6.689140783654235	2.2448469485797166e-11	3.4194558259599344e-9	5.524461458621737	FALSE
Tenm2	4414.193034817669	6.313718157537726	0.4830838059778811	8.92954411668943	4.2776790282626015e-19	2.389185586785336e-16	5.2437664704126465	FALSE
Adamtsl4	490.69944527860787	6.355311458505379	0.607016854303316	7.174943212250749	7.233720581215422e-13	1.4884966438083454e-10	8.397357255028272	FALSE
Pls1	3390.0779052009243	6.361880203086217	0.5889752865089207	7.405879844196402	1.3028375769635897e-13	2.9962709686678324e-11	8.206882253024464	FALSE
Cobll1	3855.044836950598	6.604597429460731	0.6855556513712318	6.716591746054061	1.860242017959587e-11	2.909170483819733e-9	7.695953412914182	FALSE
Galnt5	1865.740944315423	6.6080160132128105	0.7317363014499473	6.297372433323251	3.027333134164655e-10	3.901933003364532e-8	8.298022562610832	FALSE
Kndc1	6881.148122509344	6.756377053911243	0.6937747038757656	6.85579486732478	7.091707929124711e-12	1.260282459101572e-9	10.215643515722816	FALSE
Asah2	512.2164438169696	6.770685521448973	0.6416978346834783	7.434473460241837	1.0498530308428205e-13	2.4627452397510884e-11	5.757402304538143	FALSE
Efnb3	1195.3807736548845	6.880687875499933	0.803234525384221	6.076292441694154	1.229930205224708e-9	1.3482104090729534e-7	10.626695486947511	FALSE
Rtkn2	936.5670890966538	7.1590193267447955	0.7277647353839757	7.088855884206655	1.3522525203946657e-12	2.6882321714761074e-10	6.563267639817526	FALSE
Insc	2158.109249386268	7.393537331804107	0.5466658740524714	9.866241131573565	5.830881505794655e-23	5.699200765122125e-20	7.389162681656412	FALSE
Pkd2l1	1141.535771605047	7.460669775697817	0.6259685830513154	8.723552465012713	2.696070869046845e-18	1.2648886089220178e-15	7.692962049697117	FALSE
Il33	1789.731936333672	8.22552683854797	0.600665148004309	10.364388310578839	3.6005471679834595e-25	4.692313081475332e-22	9.078721826905793	FALSE
Kcnk13	4162.3521092777455	8.4415916825066	0.5308290141972056	12.134965328239417	6.893919838081622e-34	2.695292859361978e-30	8.430697322635776	FALSE
