Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	rpkm	General
Nfatc2	801.2175870990872	5.333826724021608	0.36142070142177646	9.224227364140512	2.8561252477832747e-20	2.0754510133891797e-18	5.5053155841338395	FALSE
Man2a1	623.2208619580149	5.354243635445152	0.3381916070472135	9.91817527564154	3.470424793574569e-23	3.1523025208302333e-21	4.734817347180593	FALSE
Pxylp1	2313.413951111297	5.368461365471966	0.29500772130580705	11.41821424389159	3.391305696682396e-30	4.728111081769992e-28	7.845610559028821	FALSE
Pard3	1750.5209279495723	5.477196692592353	0.3312133075177637	10.498360463387673	8.7893413185331135e-26	9.538612541033924e-24	4.400866965838669	FALSE
Ptchd4	2484.5377386831888	5.482917926265368	0.2664881049384324	13.069693775150068	4.906263087623767e-39	1.1452653379431681e-36	6.419121645332533	FALSE
Serinc2	474.4294001521146	5.538438055377847	0.4646238054695158	7.61570546692534	2.6225509464278024e-14	1.2887043380192358e-12	6.872122185124138	FALSE
Bmp5	527.7681655584666	5.547500256425312	0.3819877048101436	9.286948799015661	1.5877456868981638e-20	1.1898169241193114e-18	4.796666850137507	FALSE
Dpp10	10933.868173905168	5.762830070425417	0.41575361091252827	9.05062510982518	1.4215219662336679e-19	9.684118394966862e-18	6.629831792218189	FALSE
Gria1	1108.909110290587	5.839032354899448	0.43575974596544204	8.809974740539488	1.251740620871391e-18	8.201295106146436e-17	4.419839562319674	FALSE
Tmem150c	1031.5701083394433	5.861563128435736	0.3169738429518744	12.182592394609767	3.8485138446722583e-34	6.591954428231482e-32	6.3791206050418285	FALSE
Angpt1	1180.4254215559727	5.925246203055165	0.41996519783483066	9.346598773641563	9.051153454005716e-21	6.912314007231116e-19	4.957374002465898	FALSE
Vipr2	561.9114322437489	6.092810753115092	0.46773428275202317	8.750290290961976	2.128046138303557e-18	1.3644531122063984e-16	5.709702099480838	FALSE
D630045J12Rik	1716.5181649846763	6.107467285405047	0.34925273001447665	11.760730646929492	6.219373861031963e-32	9.093938121191859e-30	6.438106445320047	FALSE
Rgl3	636.8303745723957	6.190677770486139	0.4542400782137154	9.225689170726293	2.817432060878939e-20	2.0598177079230778e-18	7.617439024646038	FALSE
Fgf13	3297.0484778970326	6.201624982905308	0.2812502819265212	14.939096075299277	1.8344674295797543e-50	6.66523166080644e-48	5.427789952356646	FALSE
Ephb2	3171.312845598773	6.267881437139625	0.3560914265079958	11.985352972388377	4.2403432486347684e-33	6.8705021015041725e-31	6.750196575556116	FALSE
Dfna5	563.1390305553315	6.342272004450034	0.4567143128640881	9.507632850871994	1.95050313637661e-21	1.5385876713918127e-19	5.693071404851708	FALSE
Kcnb2	4047.427023158066	6.438382877088295	0.29657966306677314	14.965230020134657	1.2389480413781786e-50	4.642183442538863e-48	5.978059458112082	FALSE
Cdh4	2168.3505050075187	6.466279427857385	0.332737794181069	13.4228197276169	4.4447394537963343e-41	1.2393587453725128e-38	4.981319547708305	FALSE
Cgnl1	1058.4259109239547	6.5486227963363355	0.44571779443214105	10.205163117015395	1.880049822582263e-24	1.8942686867866668e-22	5.577501314944639	FALSE
Mitf	1458.3326756745705	6.5487579294880325	0.3485590716073886	13.050178004294438	6.339910048291824e-39	1.407694842204055e-36	5.488924690885576	FALSE
