Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AAGAB	665.891520643754	-0.004854766504579987	0.016105177275293387	-0.3014413577444802	0.7630779611068115	0.9998737737122831
AAK1	6640.959212121643	0.004247958227689668	0.016030982588003277	0.2649842705754425	0.7910215790807436	0.9998737737122831
AAMDC	673.4099688046963	-0.0020539489766840135	0.015276415865441881	-0.13445228218291905	0.893044941695049	0.9998737737122831
AAMP	89.11325179263773	-0.05090050303570158	0.015303206330043923	-3.326133225804549	8.805982790078916e-4	0.16093201316366193
AANAT	6.530826244349121	0.02985638177381511	0.03185985679934666	0.9371160065737448	0.34869888867814225	0.9998737737122831
AAR2	176.93972251180276	0.014496301223322522	0.011372371641388802	1.2746946442169051	0.20241734325341088	0.9998737737122831
AARD	0.46089903280593125	-8.513724578149777e-5	0.08272297143605876	-0.0010291850534806422	0.9991788292805858	0.9998737737122831
AARS	527.0461554371217	0.0013130690742988334	0.015138045996631379	0.08673966736466691	0.9308784452267638	0.9998737737122831
AARS2	250.46045401667286	0.0038547059156491047	0.019325413946573698	0.1994630452059489	0.8419005481499585	0.9998737737122831
AARSD1	0	NA	NA	NA	NA	NA
AASDH	678.8423154531748	-6.207589784749159e-4	0.008458008518576768	-0.07339304247702168	0.9414933539647148	0.9998737737122831
AASDHPPT	447.0141564859339	-7.050184007698569e-4	0.011546887091007917	-0.06105701001604897	0.9513138062751489	0.9998737737122831
AASS	1125.1514320733745	-0.029503891254389052	0.07572486221284885	-0.3896196096264786	0.6968178494903897	0.9998737737122831
AATBC	38.80665007140419	0.006368721656032981	0.02177462236088042	0.2924836789580709	0.769916836894611	0.9998737737122831
AATF	1837.47338064779	0.006456960083911462	0.00933713401595202	0.6915355475116962	0.4892290496163184	0.9998737737122831
AATK	557.3002226213703	0.010307801455289593	0.012717968550043389	0.8104911892752263	0.41765792686603964	0.9998737737122831
AATK-AS1	161.83198293551672	-0.01141096564189268	0.02447859312653794	-0.4661610078204097	0.6411002571940619	0.9998737737122831
ABALON	0	NA	NA	NA	NA	NA
ABAT	2510.6947564009383	0.006822869204641182	0.020512101367601142	0.3326265350569056	0.739416210796144	0.9998737737122831
ABCA1	1613.359490118418	0.004705951843987429	0.05064127425199949	0.09292720046043514	0.925961396399062	0.9998737737122831
ABCA10	1827.1062426763267	-0.016565026918957098	0.02639185030088344	-0.6276568990088051	0.5302287260694412	0.9998737737122831
ABCA11P	373.07591471583237	-0.023473444766010192	0.014071591955335671	-1.6681442185444784	0.09528710104645764	0.9410459785196799
