Gene	1992_astro_50	1992_astro_100	1992_astro_200	1992_astro_300	1992_astro_400	1992_astro_500	1992_astro_600	1992_astro_800	1992_astro_1000	1992_astro_1200	1993_astro_50	1993_astro_100	1993_astro_200	1993_astro_300	1993_astro_400	1993_astro_500	1993_astro_600	1993_astro_800	1993_astro_1000	1993_astro_1200	1855_oligo_50	1855_oligo_100	1855_oligo_200	1855_oligo_300	1855_oligo_400	1855_oligo_500	1855_oligo_600	1855_oligo_800	1855_oligo_1000	1855_oligo_1200	1856_oligo_50	1856_oligo_100	1856_oligo_200	1856_oligo_300	1856_oligo_400	1856_oligo_500	1856_oligo_600	1856_oligo_800	1856_oligo_1000	1856_oligo_1200	1857_opc_50	1857_opc_100	1857_opc_200	1857_opc_300	1857_opc_400	1857_opc_500	1857_opc_600	1857_opc_800	1857_opc_1000	1857_opc_1200	1858_opc_50	1858_opc_100	1858_opc_200	1858_opc_300	1858_opc_400	1858_opc_500	1858_opc_600	1858_opc_800	1858_opc_1000	1858_opc_1200
Met	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	1	2	2	1	1	1	1	2	2	2	4	6	6	0	1	2	2	3	4	4	4	4	4
Cttnbp2	0	2	4	4	5	6	8	12	14	18	0	0	1	2	3	3	5	8	8	10	9	22	49	68	90	110	129	173	206	240	9	16	35	54	76	99	127	163	193	228	7	15	36	54	73	86	102	130	175	211	11	22	39	61	79	92	108	146	185	229
Cftr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	3	3	1	1	1	2	2	2	2	2	2	2	0	0	0	0	0	0	0	1	2	2
Asz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
4930524B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
Kcnd2	1	4	9	10	11	12	13	17	20	23	2	4	6	7	11	15	16	24	30	37	4	15	29	36	42	54	69	90	112	136	1	8	14	19	25	29	39	53	68	92	58	111	220	321	417	526	631	848	1065	1298	60	134	245	354	456	571	666	901	1115	1312
Ptprz1	49	112	243	371	475	586	699	897	1127	1341	60	108	224	346	456	581	688	906	1139	1384	0	1	4	11	12	18	24	29	43	51	0	1	2	5	6	8	10	13	15	21	31	71	144	208	274	334	402	522	645	784	31	59	129	180	249	317	375	492	623	755
Cadps2	1	1	2	2	4	6	6	8	11	12	0	0	3	4	4	4	4	4	7	9	3	3	4	6	6	7	11	13	17	19	0	2	4	5	6	9	12	16	22	27	5	7	11	17	24	34	39	48	52	62	3	3	9	16	20	25	32	43	53	65
Wasl	1	2	6	7	13	15	21	24	30	35	4	5	6	9	10	13	18	25	32	38	0	2	6	10	20	23	27	35	43	51	0	1	4	4	9	12	16	19	25	35	0	2	4	6	9	9	11	16	22	29	2	5	6	6	8	15	17	20	24	33
Iqub	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	4	6	7	7	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3
Gm20756	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm8	0	0	0	0	0	0	1	1	2	2	0	0	0	2	3	3	4	5	5	7	0	1	4	5	5	5	7	8	11	15	0	0	3	3	3	4	5	8	11	13	0	0	0	2	3	3	3	5	5	6	1	1	1	1	2	3	5	5	5	6
Pax4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snd1	2	6	17	25	38	47	55	70	80	101	5	9	16	29	38	44	51	64	73	88	1	6	15	25	31	32	38	57	75	103	4	9	16	26	31	36	46	62	76	90	6	15	29	52	62	80	90	115	146	174	7	10	28	40	61	75	90	115	138	159
Ahcyl2	6	9	19	27	36	49	60	77	111	131	7	13	32	43	56	74	89	120	148	174	5	7	13	23	25	31	34	44	56	75	7	9	16	23	27	36	48	61	72	86	3	6	11	13	21	27	31	42	55	65	1	5	9	13	16	20	27	38	50	56
Ube2h	11	13	17	24	29	33	40	52	67	83	3	5	10	17	27	41	47	65	84	106	5	8	17	27	37	44	57	68	86	95	7	13	24	33	42	50	60	80	100	114	3	5	12	17	23	32	40	64	80	105	2	9	20	25	38	48	53	69	84	99
Smo	2	2	9	16	20	23	24	25	35	48	0	0	1	5	8	9	12	15	22	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1
Kcp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrf1	6	10	22	35	48	51	59	69	79	92	4	9	14	27	33	41	48	66	88	106	2	4	6	12	16	22	25	34	42	51	3	3	4	10	14	14	15	24	32	39	4	6	11	20	22	28	33	51	60	71	3	3	13	22	30	33	42	49	67	80
Cep41	2	3	5	5	5	6	7	8	10	12	0	1	1	1	1	1	1	2	5	6	1	1	1	1	1	1	1	4	7	7	0	0	1	2	3	4	4	5	5	6	0	0	0	0	0	2	2	2	2	2	0	0	3	4	6	7	7	7	8	9
2210408F21Rik	8	9	16	24	30	37	43	68	83	95	4	9	22	27	38	43	57	70	88	111	2	3	4	6	6	6	7	12	15	18	2	2	4	4	4	4	4	6	7	9	1	4	5	10	14	16	22	28	36	48	4	7	9	12	14	15	16	25	30	36
Copg2	0	2	8	11	14	15	20	27	32	39	4	7	8	12	16	17	20	27	32	40	5	8	14	21	28	36	44	66	82	102	4	7	9	18	21	25	29	42	50	59	5	6	12	21	25	30	32	42	61	73	3	5	13	19	23	33	36	44	57	68
Lncpint	22	37	66	99	142	179	209	276	334	412	18	37	57	91	116	135	166	214	283	341	5	8	22	30	39	49	66	86	114	146	4	13	29	38	49	52	59	80	107	122	3	9	22	31	44	52	64	88	104	123	10	18	27	40	54	65	79	99	132	156
Chchd3	5	8	25	34	48	61	74	102	118	134	6	12	21	37	44	54	61	75	100	131	1	4	16	24	32	38	43	55	77	86	1	8	15	19	24	36	43	61	76	89	4	8	14	19	33	41	51	71	79	97	1	5	14	29	38	40	47	66	80	91
Lrguk	1	1	1	1	1	3	3	3	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	3	5	6	7	10	0	0	0	1	1	1	2	3	3	4	0	0	0	1	2	2	2	2	2	4
Cnot4	3	9	14	24	31	37	48	66	86	98	2	9	16	27	34	38	50	71	88	100	4	11	27	39	47	54	62	87	106	122	5	14	23	35	46	58	67	80	99	115	5	8	18	30	39	51	64	86	103	126	5	6	19	29	38	50	61	73	96	132
Tmem140	1	1	1	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Mtpn	0	0	0	1	1	1	3	3	3	3	1	1	1	1	1	1	1	2	2	3	1	2	2	5	6	6	7	9	13	13	0	0	0	2	2	4	4	7	11	12	0	1	3	3	4	4	5	6	8	9	0	0	1	1	2	2	3	5	6	8
1810058I24Rik	1	1	1	1	1	1	1	2	3	4	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Cald1	0	1	1	2	2	2	6	8	11	13	1	1	2	3	4	5	6	6	10	12	1	6	12	17	21	24	30	35	42	49	0	1	3	7	13	19	23	31	39	50	2	7	15	19	26	31	34	42	49	56	3	5	10	14	16	22	27	35	45	57
Chrm2	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	4	4	6	0	0	0	0	0	0	0	1	1	1
Creb3l2	0	2	2	5	10	10	10	13	16	20	0	0	2	5	7	10	12	15	20	23	3	5	8	16	22	27	35	43	55	62	1	2	9	14	20	25	26	37	48	56	6	7	13	25	33	38	49	68	86	101	1	3	6	12	15	19	24	38	47	61
Dgki	1	1	5	8	14	22	27	33	38	44	1	2	8	13	17	20	23	30	40	51	32	59	125	206	273	353	420	553	691	826	40	72	154	228	284	349	409	534	657	790	8	16	31	46	62	81	95	133	171	210	10	17	40	58	71	85	94	142	180	208
Trim24	2	7	9	15	17	22	27	36	40	50	1	1	8	11	12	13	16	21	28	31	2	6	15	23	32	38	41	59	74	85	1	5	9	14	22	27	34	46	55	65	3	4	9	16	21	28	32	47	60	70	1	7	16	18	22	26	30	41	52	59
1110001J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	2	3	3	4	7	7	0	0	0	2	2	2	2	2	2	2
Ttc26	0	1	2	4	4	6	7	7	9	10	1	2	2	2	5	5	5	6	8	9	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	3	4
Clec2l	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	2	2	2	2	2	1	1	4	4	4	5	5	6	9	10
D630045J12Rik	0	2	2	5	5	6	12	15	18	21	0	2	4	4	4	5	6	7	9	12	0	0	3	3	4	6	6	9	10	11	0	0	0	1	1	2	2	5	8	9	8	17	26	35	46	55	65	93	111	135	5	8	20	39	51	64	77	98	118	133
Svopl	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	2	4	1	1	2	2	4	4	7	7	7	8
Adck2	0	0	0	1	2	2	2	4	4	6	0	0	0	1	1	2	4	5	7	8	0	0	0	2	4	5	5	5	8	9	0	2	4	5	5	5	6	6	8	9	0	1	1	3	4	4	4	4	5	5	0	0	0	1	2	3	5	5	5	6
Tbxas1	0	0	0	0	0	1	1	1	2	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	3	3	3	5	6	0	0	0	2	2	2	2	3	3	3	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	1	1	1
Kdm7a	1	3	3	6	8	15	16	23	28	32	0	0	1	4	6	10	11	15	22	23	0	1	6	8	9	12	13	15	18	21	1	2	5	7	7	8	9	9	11	15	4	4	5	6	8	8	11	15	21	26	2	3	4	8	10	15	16	20	24	29
Braf	9	13	21	33	38	49	58	79	98	116	3	6	12	19	26	37	40	60	77	93	8	12	25	34	46	54	61	87	106	123	5	8	19	26	31	40	53	74	91	108	7	11	23	42	53	71	87	101	124	148	5	11	21	31	40	52	62	86	100	116
Mgam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem178b	2	4	11	19	27	33	35	41	43	55	3	5	12	15	24	29	32	41	52	57	8	15	32	48	66	92	114	153	194	225	12	19	32	43	61	76	89	131	164	193	4	8	11	20	21	30	39	50	67	77	2	5	10	19	27	33	38	60	71	88
Agk	1	2	4	5	6	7	8	10	10	12	0	0	1	3	3	7	9	11	14	16	0	0	3	6	7	13	16	23	34	38	1	1	6	11	12	12	15	19	26	31	3	4	6	7	10	15	20	25	29	32	5	5	8	9	10	15	17	20	22	26
Gm5409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpk1	2	3	5	9	17	20	26	38	47	53	1	4	7	10	16	18	25	35	38	46	0	2	3	5	5	6	7	14	19	25	0	1	3	5	8	11	11	17	20	29	5	6	9	11	14	19	21	22	34	39	1	2	4	6	7	10	20	25	32	36
Zfp398	0	2	3	3	4	4	5	5	7	9	0	0	0	0	2	2	3	4	4	4	0	1	3	5	5	5	6	8	10	11	0	0	0	1	3	4	4	5	6	6	0	1	1	2	3	3	4	5	5	7	0	1	1	3	4	4	4	7	7	7
Ezh2	1	2	2	5	6	8	15	22	26	29	0	1	3	7	9	10	12	17	18	21	4	10	13	20	25	29	31	39	46	52	1	3	4	6	11	12	20	28	35	41	2	5	6	9	14	21	30	40	51	67	6	8	14	20	24	28	33	37	43	54
Igf2bp3	0	0	4	4	5	9	12	18	20	24	2	2	3	4	4	7	10	12	16	18	0	4	5	7	11	12	14	17	20	24	3	3	5	6	6	11	12	14	16	22	1	2	4	5	6	6	8	10	11	14	0	0	0	0	0	2	3	5	10	13
Sspo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	4	5	7	10	11	12	1	3	3	4	4	5	5	7	8	8	0	1	1	2	2	2	2	2	2	2	0	0	1	1	1	1	1	1	1	1
Stk31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
4921507P07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430402O13Rik	0	0	1	2	2	3	3	4	5	6	1	2	2	2	2	5	5	5	5	6	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	2
Hoxaas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skap2	4	7	13	18	22	30	33	48	53	68	1	3	10	13	19	24	28	32	37	49	1	4	12	24	36	50	56	69	88	109	4	5	11	21	27	35	41	54	70	80	2	3	5	10	13	19	21	41	49	59	2	4	9	12	17	20	21	27	40	47
Jazf1	1	3	4	5	7	8	11	16	17	19	1	1	3	7	9	10	12	13	17	18	0	0	0	2	4	4	4	5	6	12	1	2	2	2	3	3	4	4	6	9	3	4	15	23	35	48	58	83	103	122	6	16	35	44	57	69	82	108	134	160
Hibadh	3	5	10	17	19	29	30	42	53	60	1	4	11	18	24	28	33	47	65	79	6	7	15	22	29	32	40	57	64	76	0	2	10	11	15	18	20	27	38	45	5	6	9	11	12	16	22	32	43	53	1	3	7	10	14	23	26	34	49	63
9430076C15Rik	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	4	5	7	14	16	21	27	28	1	3	6	9	10	12	13	13	21	28	1	2	5	6	7	8	10	12	18	20	1	1	3	4	5	5	5	7	11	15
Chn2	2	4	7	9	12	13	14	18	23	27	0	0	1	1	2	5	5	6	7	11	0	0	1	2	3	5	5	7	10	10	0	1	2	3	3	4	4	5	7	11	4	12	17	29	39	53	62	78	96	106	3	6	9	14	17	23	26	36	50	64
9130019P16Rik	0	0	1	1	1	1	1	1	1	2	0	0	0	0	1	1	1	1	1	1	1	1	2	2	3	3	4	4	4	7	0	0	0	3	3	4	4	4	5	6	0	0	0	1	2	2	2	3	4	4	0	1	2	2	3	3	3	6	6	8
Creb5	1	1	7	10	12	15	16	20	25	32	1	1	4	6	6	8	11	13	17	18	12	24	44	65	87	107	132	162	200	245	8	16	33	51	62	79	96	127	152	185	2	5	14	22	31	45	52	70	86	99	6	12	16	25	37	43	53	77	90	110
4921529L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gars	0	0	0	0	0	1	1	3	3	4	0	1	2	4	4	9	12	13	14	15	1	1	1	2	3	4	5	7	7	7	0	2	5	5	6	9	10	11	14	17	2	3	3	5	6	8	8	9	11	13	2	3	3	6	6	8	8	10	12	16
Fam188b	1	3	6	13	17	18	20	24	29	41	0	1	1	4	8	9	16	24	34	37	0	0	0	1	2	2	2	5	7	8	1	2	2	3	4	5	5	5	6	6	0	0	0	1	2	2	4	4	6	11	0	0	1	2	3	4	4	4	5	6
Pde1c	0	0	0	2	3	4	7	13	13	14	0	2	2	2	2	4	5	9	12	16	7	16	33	55	69	91	111	148	183	222	5	14	27	50	69	86	99	131	156	192	5	12	28	41	59	70	87	105	141	165	11	13	22	40	49	63	71	96	119	143
Ccdc129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c3	1	1	2	4	5	6	6	11	15	15	2	2	4	6	6	6	6	11	14	15	0	0	1	1	4	4	4	6	9	13	2	2	2	5	9	10	11	15	19	19	2	2	2	4	4	6	6	10	11	13	0	1	2	2	4	5	6	10	11	15
Avl9	5	6	6	7	7	7	11	11	13	15	0	0	0	0	0	0	0	0	2	3	3	3	7	7	11	12	14	16	20	25	1	2	2	5	6	10	13	15	20	26	0	0	1	1	2	3	7	11	14	16	1	3	4	5	6	6	6	8	8	12
Vopp1	0	0	0	0	1	1	1	1	2	4	1	2	3	6	8	9	11	15	16	16	0	0	0	2	2	2	3	4	9	12	0	0	1	2	2	3	4	4	6	6	1	2	6	9	10	12	17	21	30	33	1	5	6	11	13	16	21	27	32	39
Herc3	1	4	6	7	9	11	13	16	22	25	0	1	2	4	4	5	5	8	10	11	0	3	4	4	5	6	6	12	16	23	0	3	7	10	14	15	18	23	27	35	1	3	6	12	17	18	21	30	44	50	0	2	7	10	12	15	19	25	27	32
Fam13a	1	1	2	2	3	4	4	7	7	8	0	1	3	4	6	8	9	14	16	17	1	1	1	2	3	4	4	4	5	6	1	1	1	1	1	3	4	4	5	8	0	0	0	1	4	9	9	13	15	18	0	1	3	4	5	8	8	12	13	19
Gprin3	0	0	0	0	0	1	1	2	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	3	4	0	0	1	1	1	1	1	1	1	1	0	0	1	2	3	3	3	3	3	3
A530053G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	4	2	2	2	2	3	3	4	5	6	8	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0
Mmrn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130060K24Rik	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
Prdm5	1	4	11	23	29	36	42	64	76	90	3	4	11	17	23	31	35	38	56	68	2	3	7	15	19	23	30	44	50	60	2	6	14	20	22	24	28	35	44	55	2	5	9	17	23	27	30	42	46	56	2	3	4	6	8	10	14	22	28	31
Hpgds	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	3	4	5	7
Gng12	5	7	15	21	33	42	57	78	100	123	4	9	17	32	43	48	61	94	109	129	2	8	15	24	31	36	44	56	70	80	5	6	12	17	25	26	28	39	50	67	2	5	15	23	33	37	47	57	71	85	2	3	11	14	16	19	25	38	51	56
Il12rb2	0	0	0	0	0	0	0	0	0	0	3	3	3	4	5	5	5	6	6	7	0	0	1	1	1	1	2	3	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	3	4	0	0	0	0	2	2	2	3	4	4
Rpia	1	1	1	1	2	2	2	5	6	7	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	1	1	3	3	0	0	0	1	1	1	1	3	4	5	0	0	0	1	1	1	2	4	4	4	0	0	1	2	4	4	4	5	7	9
Polr1a	1	1	2	3	4	4	5	6	9	13	0	1	2	2	2	2	2	4	6	6	1	1	1	1	2	2	3	7	8	11	0	0	1	1	4	4	5	9	13	16	0	2	2	3	4	6	7	11	12	14	0	0	0	0	1	3	3	4	5	5
Atoh8	0	0	1	2	3	4	5	6	7	7	0	0	2	2	3	4	4	6	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	2	2	3	3	5	6	7
Chmp3	1	1	6	9	10	11	13	17	17	17	1	4	4	4	7	8	10	11	13	15	0	1	2	3	5	9	11	16	24	25	2	3	6	12	18	21	22	26	27	34	1	3	6	10	11	11	12	16	19	23	1	1	1	1	4	5	6	8	11	12
Rmnd5a	0	1	4	7	9	11	17	23	32	33	4	5	6	7	13	14	14	17	21	25	1	2	5	9	11	14	20	28	35	41	3	5	7	9	16	18	20	28	38	48	1	2	5	6	8	12	13	19	29	35	0	1	3	6	9	11	13	23	26	31
Tcf7l1	16	31	61	85	112	152	188	246	310	370	8	19	48	69	90	115	142	196	244	293	1	1	1	3	3	5	5	6	8	11	1	1	1	2	4	5	8	10	13	13	2	4	15	23	25	30	34	48	58	61	2	2	6	12	18	22	24	30	41	48
Suclg1	3	3	10	13	16	20	23	34	37	48	2	7	13	16	20	23	27	35	44	52	1	1	5	5	5	8	10	11	12	13	0	0	2	3	4	5	5	8	9	9	1	1	4	4	5	7	8	9	9	10	0	1	4	4	5	6	9	11	12	14
Dnah6	1	1	1	1	1	1	2	2	2	2	0	0	0	0	0	1	1	1	3	5	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	2	2	3	3	3	4	4	4	4	0	0	0	0	0	0	0	1	1	1
Tgoln2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcmf1	4	6	9	18	21	25	32	49	52	58	0	3	10	16	19	24	31	44	58	68	2	2	7	10	12	17	19	25	31	35	1	2	3	7	9	13	18	25	32	36	2	2	8	11	15	17	19	26	36	43	1	2	4	6	8	13	16	23	25	30
Tgoln1	0	0	1	1	3	3	4	5	6	8	1	1	1	2	2	2	2	3	3	3	0	0	1	2	2	2	2	4	4	5	0	1	2	3	3	5	6	10	15	18	0	0	1	1	2	4	5	9	10	12	1	1	2	2	4	5	5	7	9	10
Reg3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
Eva1a	6	12	16	21	27	32	38	45	64	81	5	5	16	24	36	42	51	67	83	97	1	1	1	2	2	3	3	3	5	6	0	0	0	0	0	0	1	1	1	1	0	0	0	1	3	3	3	5	6	8	0	0	0	0	0	0	1	2	2	3
Dguok	2	2	2	2	5	9	10	12	17	22	0	0	1	1	2	3	4	7	9	11	0	0	0	0	1	2	3	6	10	13	0	2	6	8	10	10	13	17	20	22	0	0	0	0	0	0	1	1	2	2	0	1	2	3	4	4	4	4	5	6
M1ap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Dysf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	2	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cct7	0	0	0	0	1	2	3	4	5	6	0	0	0	0	0	0	0	0	1	1	0	0	0	2	4	4	4	4	6	9	0	0	1	1	1	1	2	2	2	3	0	1	2	5	5	6	7	8	9	11	0	0	0	0	0	1	1	1	2	5
Alms1	5	7	10	13	15	18	24	30	44	52	1	3	8	12	16	25	32	41	43	50	1	2	4	4	7	12	13	15	18	23	1	1	1	1	1	1	1	1	3	5	2	3	7	13	18	20	23	30	37	46	2	4	6	7	9	14	15	22	29	42
Sfxn5	40	67	147	233	295	365	452	574	723	844	29	62	127	196	237	299	347	454	571	685	2	2	4	4	6	6	8	9	10	13	0	0	1	1	1	3	4	7	7	7	1	2	6	8	11	14	15	18	23	26	0	1	1	4	4	7	8	11	12	14
Emx1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Add2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	6	11	12	0	1	2	4	5	6	6	10	13	15
Snrpg	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	5	5	5	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2
Anxa4	0	0	0	0	1	1	1	1	2	4	0	0	0	0	0	0	2	2	2	2	0	0	0	1	1	1	1	2	2	3	0	0	0	0	0	0	0	3	3	6	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	3	5	5
