Gene	1992_astro_50	1992_astro_100	1992_astro_200	1992_astro_300	1992_astro_400	1992_astro_500	1992_astro_600	1992_astro_800	1992_astro_1000	1992_astro_1200	1993_astro_50	1993_astro_100	1993_astro_200	1993_astro_300	1993_astro_400	1993_astro_500	1993_astro_600	1993_astro_800	1993_astro_1000	1993_astro_1200	1855_oligo_50	1855_oligo_100	1855_oligo_200	1855_oligo_300	1855_oligo_400	1855_oligo_500	1855_oligo_600	1855_oligo_800	1855_oligo_1000	1855_oligo_1200	1856_oligo_50	1856_oligo_100	1856_oligo_200	1856_oligo_300	1856_oligo_400	1856_oligo_500	1856_oligo_600	1856_oligo_800	1856_oligo_1000	1856_oligo_1200	1857_opc_50	1857_opc_100	1857_opc_200	1857_opc_300	1857_opc_400	1857_opc_500	1857_opc_600	1857_opc_800	1857_opc_1000	1857_opc_1200	1858_opc_50	1858_opc_100	1858_opc_200	1858_opc_300	1858_opc_400	1858_opc_500	1858_opc_600	1858_opc_800	1858_opc_1000	1858_opc_1200
Mtif3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Gtf3a	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Polr1d	1	2	3	5	5	7	7	9	11	13	0	0	1	1	2	3	3	3	3	4	1	1	1	1	3	6	6	8	9	10	0	2	3	3	3	4	5	8	9	10	0	0	0	0	1	1	1	2	2	2	0	0	3	3	3	3	3	4	5	6
Cdx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urad	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210019I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
D5Ertd605e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pomp	0	0	0	0	1	2	2	3	6	8	0	0	0	0	0	0	0	1	3	4	0	0	1	2	2	2	4	4	4	4	0	0	0	0	0	0	0	1	2	2	0	0	0	1	1	1	2	2	3	5	0	1	1	2	2	2	2	2	2	2
Slc46a3	0	1	1	1	1	1	2	3	3	6	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	2	2	2
Ubl3	2	3	4	7	10	11	13	15	17	22	1	1	1	2	2	2	6	11	11	12	0	2	9	13	18	22	25	34	36	45	0	1	9	14	17	20	23	28	36	45	2	5	7	11	15	19	26	35	43	53	1	1	3	5	12	15	18	23	27	32
2210417A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930505K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8430423G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5930430L01Rik	0	0	0	0	1	1	3	4	4	6	0	0	0	0	0	1	2	4	4	5	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	0	1	2	2	2	2	4	5	6	6
Gm15408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0
Gm8615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb1	1	1	2	2	2	5	5	7	7	9	0	0	1	2	2	2	3	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	2	2	2
Alox5ap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Uspl1	0	2	3	3	3	6	6	8	13	14	0	0	2	2	3	4	4	4	6	8	0	1	1	1	5	8	8	10	11	14	0	0	3	4	7	7	8	12	19	23	1	1	1	3	6	9	11	15	17	21	2	2	3	3	6	6	11	15	15	17
Tex26	0	0	0	0	0	0	1	2	2	2	0	1	1	2	2	4	4	4	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15997	1	1	1	1	1	1	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	2
Hsph1	2	2	5	7	10	11	12	17	21	25	2	3	9	17	21	28	32	38	50	55	0	0	3	3	5	7	9	13	16	21	1	2	3	5	5	6	7	11	13	17	1	3	6	9	10	15	15	19	25	31	1	1	4	6	7	11	14	18	25	25
Gm21221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brca2	0	1	1	1	1	1	1	3	3	3	0	1	1	2	2	4	5	7	7	7	0	1	1	3	3	4	5	5	5	5	0	0	0	0	2	3	4	6	8	10	0	1	2	4	4	6	6	6	9	11	1	1	2	4	5	7	7	9	9	11
Zar1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2
N4bp2l1	0	1	6	7	8	8	8	12	20	21	0	0	1	3	4	5	5	5	8	10	1	2	3	5	6	7	8	12	13	14	0	0	1	2	3	4	5	13	14	17	0	0	0	1	1	1	2	4	5	6	0	0	0	2	4	4	4	4	5	6
Gm5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
N4bp2l2	0	2	4	7	8	10	15	20	27	31	3	6	11	15	17	19	24	28	34	36	1	1	3	9	12	14	18	23	29	37	1	4	8	10	13	16	19	23	25	33	3	4	12	13	15	18	22	28	37	47	0	5	8	11	13	15	18	30	41	48
Kl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	2
Gm3704	0	0	1	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	3	1	1	1	2	2	2	3	3	4	4	0	0	0	1	2	3	3	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv6	3	13	22	34	46	59	77	100	128	148	7	18	26	35	44	54	69	93	119	142	3	6	9	13	16	23	27	38	49	55	2	4	12	16	20	24	27	34	41	45	7	19	40	52	74	92	99	130	159	200	7	16	30	43	57	70	85	111	138	177
Osbpl3	0	1	2	3	6	9	13	22	26	27	1	2	4	5	9	10	14	16	19	22	0	0	2	2	2	2	3	3	3	5	0	0	1	1	1	1	1	1	1	1	0	0	2	2	3	4	5	6	9	9	0	3	5	5	5	8	8	9	12	14
Exoc4	10	22	51	76	94	127	155	203	250	310	14	19	44	80	109	134	169	221	267	318	18	34	61	94	135	168	206	275	339	424	15	29	58	97	126	159	196	268	324	373	15	39	79	117	152	181	223	304	375	461	20	40	85	122	150	186	232	299	374	460
Umad1	3	5	6	8	12	19	24	30	37	47	1	3	5	9	14	14	19	30	37	46	3	10	21	37	45	56	67	82	100	125	4	7	10	15	23	36	43	60	73	88	4	7	18	28	35	45	48	64	82	103	0	2	3	12	19	30	38	54	65	77
Ano2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	4	5	0	1	1	1	1	1	2	2	2	2
Shq1	0	1	1	2	2	2	2	4	4	4	0	2	3	3	3	4	6	6	6	7	2	2	7	7	8	10	11	11	14	19	0	0	0	1	1	3	3	5	5	5	2	3	5	5	8	8	10	11	12	14	0	0	1	2	2	3	6	7	11	12
Abcc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0
Pon3	0	0	0	1	1	1	1	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thsd7a	0	2	5	7	10	11	12	17	22	30	2	4	8	11	13	18	23	35	49	57	5	12	27	40	54	70	83	111	132	152	2	6	14	26	41	55	65	83	97	125	17	31	62	93	116	137	156	190	234	270	11	21	43	67	88	116	139	189	232	270
B630005N14Rik	1	2	4	4	4	6	6	11	17	22	0	1	2	3	6	8	11	12	14	16	2	3	4	10	13	15	16	18	22	26	0	2	6	7	10	12	14	21	25	28	4	7	10	11	14	16	18	27	36	42	1	2	7	12	13	15	17	23	27	30
Mdfic	0	0	0	0	0	0	0	0	1	1	0	0	1	2	2	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	4	4	4	0	0	0	0	0	1	1	1	1	2
St7	4	4	11	18	22	29	32	43	53	71	2	8	11	17	21	24	29	42	50	66	0	2	9	11	14	15	18	26	31	36	0	1	5	7	7	10	11	18	24	30	6	9	17	23	35	47	52	73	85	98	5	10	13	21	29	34	39	59	83	99
Slc13a1	0	0	0	1	2	2	2	2	3	5	0	0	0	0	3	3	4	4	4	6	3	6	7	10	12	15	15	19	22	24	0	1	3	3	4	5	7	10	10	15	0	0	0	0	0	3	5	5	5	7	0	0	0	0	1	1	3	3	5	5
Ankrd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cped1	0	1	1	1	4	4	4	7	7	7	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	2	2
Plxna4	0	0	0	0	0	1	2	2	4	6	0	0	1	1	3	4	4	4	5	5	1	2	2	5	5	5	5	5	6	7	0	0	2	2	2	2	2	3	3	4	1	3	4	6	10	11	13	19	21	29	0	2	5	7	9	11	14	20	23	29
Klhdc10	4	5	10	12	14	17	20	25	39	48	0	1	3	6	7	13	15	20	26	36	2	6	6	9	13	18	20	28	32	39	2	2	6	7	11	16	17	20	29	33	9	14	19	27	32	41	48	55	71	78	3	6	15	20	27	32	41	48	59	77
Calu	0	1	2	2	3	6	8	9	11	16	1	1	4	4	4	6	8	8	8	8	1	4	6	7	8	9	9	10	13	19	1	1	1	1	2	3	7	12	16	20	2	2	3	3	4	9	10	13	15	18	2	4	5	5	9	11	16	21	28	31
Mkln1	5	9	18	25	30	37	42	51	67	82	6	13	21	28	35	41	50	70	86	104	5	12	28	34	47	60	74	94	120	142	4	8	26	35	44	51	65	86	108	124	5	11	23	32	43	58	72	93	128	158	6	8	17	29	44	55	66	102	123	151
Mir1950	0	1	1	2	2	2	2	2	3	4	1	1	4	4	4	4	5	6	7	8	0	0	0	0	0	1	2	3	3	3	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	2	4	4	0	0	0	0	0	0	0	2	2	2
Hipk2	7	16	33	50	66	77	100	123	144	169	7	11	31	42	51	61	75	105	121	141	15	38	66	94	126	165	195	256	327	397	18	36	72	105	139	177	201	248	294	356	6	14	30	48	66	84	99	128	163	195	15	22	35	51	62	82	100	134	159	197
Cntnap2	2	2	2	5	6	6	6	9	15	16	0	1	2	3	4	7	8	9	13	14	1	2	3	5	6	8	9	13	22	27	1	1	1	1	2	7	7	14	16	25	2	2	3	4	5	10	16	23	29	32	1	1	3	7	14	17	19	26	38	45
Scrn1	5	8	14	19	23	30	34	51	72	86	0	3	5	12	18	27	34	48	58	68	2	3	3	5	6	9	11	11	15	17	1	3	4	4	5	6	7	8	9	12	2	3	7	8	12	12	13	16	22	26	0	0	3	6	11	17	17	20	25	32
Gm6559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccser1	3	3	7	11	11	15	20	27	34	42	1	2	6	10	12	14	16	20	25	28	7	19	40	62	79	104	125	175	218	259	9	16	37	57	78	99	119	160	206	257	18	36	72	111	151	187	226	307	407	492	22	53	105	176	220	272	320	425	519	628
Grid2	272	534	1100	1641	2167	2733	3300	4328	5428	6425	308	593	1240	1940	2546	3179	3779	5010	6229	7435	26	64	138	201	268	347	404	532	661	791	34	57	117	169	227	286	357	459	564	680	68	138	267	368	500	609	709	960	1177	1401	60	120	218	320	432	532	645	888	1078	1297
Snca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	5	8	11	16	22	30	40	48	57	2	2	5	9	10	13	18	25	27	35	4	6	11	15	16	19	21	26	32	40	1	2	6	10	13	15	20	31	37	47
0610030E20Rik	0	0	1	1	2	2	6	7	9	14	2	2	6	8	9	9	10	11	15	17	0	0	1	2	3	5	5	6	10	12	0	0	0	0	0	0	0	1	2	2	0	0	0	3	3	5	5	7	11	12	0	0	2	3	5	5	5	7	7	7
Ctnna2	2	2	4	8	10	11	12	16	21	27	2	4	8	13	17	19	22	30	39	44	33	63	118	173	240	296	355	488	617	748	23	50	101	162	216	264	322	433	541	650	50	82	154	232	313	401	485	645	801	968	35	71	138	223	301	373	448	578	714	870
Lrrtm4	1	2	3	4	4	4	5	7	8	9	0	2	2	2	3	3	3	5	6	9	1	5	18	25	27	31	33	51	57	69	1	2	5	10	12	19	19	28	37	43	64	126	255	385	500	627	767	1016	1304	1584	57	118	243	381	507	649	775	1033	1302	1573
Fbln2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	5	5	8	9	0	0	0	1	2	3	4	5	6	8
Exoc6b	8	14	26	34	42	52	60	79	103	126	4	8	20	29	43	55	66	82	97	114	29	65	127	185	241	303	365	520	648	776	27	44	96	156	197	251	292	382	480	560	15	28	54	80	107	141	176	227	283	322	9	26	52	79	101	126	161	216	271	326
Frmd4b	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	2	2	2	2	2	30	56	111	168	218	282	333	444	560	670	19	44	84	149	196	254	298	398	490	601	5	8	17	32	57	70	88	129	163	191	3	11	21	34	44	52	66	92	105	132
Fam19a1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	3	4	6	6	8	8	11	0	0	0	0	0	2	3	3	6	8	4	13	22	43	58	69	88	115	147	179	3	9	21	35	48	56	68	81	105	120
Cntn6	1	1	3	3	4	6	6	6	6	9	0	0	2	3	3	3	4	6	6	8	0	2	4	7	10	13	15	18	18	26	2	3	4	6	9	12	15	19	28	35	5	13	24	44	64	80	95	123	162	193	12	22	41	66	90	112	127	161	208	250
Cntn4	0	1	1	2	2	5	5	6	8	8	0	0	1	3	3	3	3	6	9	9	2	4	6	8	13	15	15	23	30	35	0	1	2	4	6	7	8	12	17	24	10	27	62	92	116	151	186	262	326	395	11	24	60	96	123	166	206	282	339	405
Slc6a1	9	28	70	102	131	158	190	247	315	379	16	34	72	106	138	167	199	258	315	386	2	4	9	11	13	16	22	28	34	36	0	2	5	10	16	20	23	24	28	33	5	10	19	27	30	35	40	52	64	82	1	4	4	10	15	23	28	40	57	73
Grm7	0	1	4	4	4	4	4	7	8	12	0	1	1	1	2	4	5	6	7	9	74	125	234	367	511	632	764	993	1249	1456	42	87	173	255	341	430	528	698	886	1068	12	37	80	129	171	212	256	338	427	510	13	36	70	108	146	180	218	305	378	462
Mtmr14	1	3	6	9	10	12	15	19	24	30	0	0	1	2	2	2	2	3	5	9	0	1	3	3	3	3	3	3	4	5	0	1	1	3	3	3	3	4	5	5	1	2	3	4	5	5	6	9	15	16	0	1	1	2	5	7	7	11	13	16
March8	0	2	4	7	7	9	10	12	18	23	0	1	2	3	3	4	5	9	10	12	1	4	8	21	28	34	43	68	84	99	6	13	25	32	37	41	49	72	95	112	0	3	7	10	15	22	26	38	48	64	1	2	9	13	18	23	26	36	48	59
Vmn2r23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Wnt5b	1	1	1	1	2	2	3	5	6	6	0	0	1	4	4	5	6	6	6	7	0	0	1	1	3	3	3	4	4	5	0	1	1	3	5	5	5	6	7	8	0	0	0	1	1	1	3	4	5	5	0	0	0	0	0	0	0	0	0	1
Gm4736	1	1	1	1	1	1	1	1	1	2	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	2	2	2	2	2	0	0	0	0	1	1	2	2	2	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1
Tspan11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	3	5	0	0	0	0	0	0	2	3	4	5
Klra22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2g	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Klra6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1
Plekha5	1	5	8	15	17	20	24	37	48	58	4	5	8	12	17	21	27	33	51	60	4	13	24	33	43	50	59	82	102	123	3	10	17	25	37	47	63	80	101	126	2	5	14	22	30	37	42	59	76	98	4	9	19	32	39	48	53	69	78	95
Slco1c1	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Ptpro	3	5	6	9	9	10	10	14	16	24	1	2	2	4	4	7	9	13	19	27	0	0	2	2	4	5	6	7	9	11	0	1	1	1	2	3	3	5	5	6	15	25	50	70	98	124	148	192	250	299	5	9	38	58	69	80	99	133	163	194
Lmo3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	3	0	0	0	0	0	0	1	1	1	1	0	0	1	1	2	2	3	4	4	4	0	2	4	5	6	6	6	8	11	12	1	2	3	3	5	7	8	10	12	13
Vps50	4	7	15	23	27	35	38	52	60	71	4	5	9	12	15	17	18	23	29	36	3	3	8	14	20	27	33	47	55	62	2	5	11	14	23	26	30	33	40	49	3	4	10	11	16	18	21	30	35	44	1	6	13	19	25	26	27	39	46	57
Ppp1r9a	9	17	30	42	64	78	93	122	152	185	5	11	27	45	62	68	86	111	137	174	11	15	24	33	44	55	66	87	108	133	7	13	21	33	40	48	61	74	89	107	7	10	33	47	65	84	105	129	163	191	8	16	32	58	73	82	92	134	158	191
Sgce	2	7	10	18	25	33	40	49	58	66	8	10	17	26	36	51	61	82	98	123	3	6	13	20	25	36	42	58	70	82	3	7	13	20	22	28	34	39	45	56	6	8	18	31	40	49	55	70	82	102	5	13	19	29	36	44	48	64	76	86
Dync1i1	0	0	0	0	0	0	1	3	5	5	0	0	1	1	2	3	4	5	5	6	1	3	7	10	14	19	23	30	39	42	4	6	9	12	14	17	21	29	35	54	5	8	16	23	30	37	38	49	63	77	1	3	7	15	20	30	40	51	58	68
Slc25a13	0	1	3	4	4	5	5	5	5	5	0	0	0	2	3	4	4	5	5	5	7	16	32	47	64	76	94	134	156	188	6	10	29	44	60	73	85	126	150	179	1	2	4	5	9	12	15	22	25	29	1	2	3	5	9	11	13	14	17	21
Rpa3	0	0	1	1	1	2	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Col28a1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2
C1galt1	0	0	0	0	0	1	4	4	5	5	0	0	1	1	1	1	1	2	3	3	0	0	0	0	3	3	4	6	7	8	1	1	3	4	4	6	7	8	9	10	0	1	2	3	4	4	6	11	14	19	1	1	4	8	9	9	9	10	14	18
Ica1	1	1	1	1	2	2	2	2	3	3	0	0	0	1	1	1	2	3	3	3	0	0	0	1	2	2	2	2	2	4	0	0	0	0	0	0	0	0	1	3	1	3	7	12	23	25	31	43	53	64	3	5	19	22	24	31	42	55	63	75
Nxph1	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	3	4	4	4	5	1	5	9	11	17	22	23	27	34	40	2	2	5	5	7	7	9	11	17	18	54	107	202	307	419	521	623	815	1054	1278	62	111	221	352	478	610	737	972	1219	1470
Glcci1	1	1	2	4	6	8	9	11	11	13	0	0	1	2	2	4	4	7	8	8	5	10	20	28	36	45	49	60	77	90	6	9	15	22	36	42	50	59	70	83	3	10	19	30	38	48	61	77	99	109	5	10	20	27	34	41	46	76	89	98
Phf14	2	6	12	24	32	42	51	65	82	97	5	8	15	27	38	48	56	69	92	118	14	22	35	46	57	70	85	112	137	168	11	15	25	37	53	66	81	99	120	153	5	13	27	39	52	70	91	122	174	216	7	19	41	59	78	96	114	163	207	242
1110019D14Rik	0	0	1	1	2	5	6	6	8	12	0	0	1	1	1	1	2	5	6	8	0	1	1	1	2	2	4	5	6	8	0	1	1	1	1	2	3	5	6	8	0	1	3	3	3	4	4	4	4	4	0	0	0	0	1	1	1	1	1	1
Foxp2	0	1	4	11	12	12	13	15	16	18	0	1	2	2	5	6	8	9	12	14	0	0	1	2	3	5	6	8	11	12	0	0	1	2	2	4	6	6	6	8	2	4	9	14	18	23	29	35	49	57	2	3	9	10	11	13	19	26	28	40
